LVV Plateau Nord - Base de données Comptages;;;;;;Idéalement tranches de 15';;;;;;
JJ/MM/AAAA;Liste;Provenance/Destination;Sud/Nord/Montant...;H/F/Mixte/Enfant;Vélo/Cargos/EDPM;HH:MM;HH:MM;/!\ Bien indiquer 0 si personne;;Nom Prénom;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Féminin;Vélo;08:15:00;08:30:00;4;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Féminin;Cargo/Longtail/Remorque;08:15:00;08:30:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Féminin;Trotinette/EDPM;08:15:00;08:30:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Enfant seul;Vélo;08:15:00;08:30:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Masculin;Vélo;08:30:00;08:45:00;14;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Masculin;Cargo/Longtail/Remorque;08:30:00;08:45:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Masculin;Trotinette/EDPM;08:30:00;08:45:00;9;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Féminin;Vélo;08:30:00;08:45:00;20;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Féminin;Cargo/Longtail/Remorque;08:30:00;08:45:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Féminin;Trotinette/EDPM;08:30:00;08:45:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Enfant seul;Vélo;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Masculin;Vélo;08:30:00;08:45:00;9;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Masculin;Cargo/Longtail/Remorque;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Masculin;Trotinette/EDPM;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Féminin;Vélo;08:30:00;08:45:00;5;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Féminin;Cargo/Longtail/Remorque;08:30:00;08:45:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Féminin;Trotinette/EDPM;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Enfant seul;Vélo;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Masculin;Vélo;08:30:00;08:45:00;6;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Masculin;Cargo/Longtail/Remorque;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Masculin;Trotinette/EDPM;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Féminin;Vélo;08:30:00;08:45:00;5;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Féminin;Cargo/Longtail/Remorque;08:30:00;08:45:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Féminin;Trotinette/EDPM;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Enfant seul;Vélo;08:30:00;08:45:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Masculin;Vélo;08:30:00;08:45:00;3;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Masculin;Cargo/Longtail/Remorque;08:30:00;08:45:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Masculin;Trotinette/EDPM;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Féminin;Vélo;08:30:00;08:45:00;5;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Féminin;Cargo/Longtail/Remorque;08:30:00;08:45:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Féminin;Trotinette/EDPM;08:30:00;08:45:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Enfant seul;Vélo;08:30:00;08:45:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Masculin;Vélo;08:45:00;09:00:00;16;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Masculin;Cargo/Longtail/Remorque;08:45:00;09:00:00;4;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Masculin;Trotinette/EDPM;08:45:00;09:00:00;7;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Féminin;Vélo;08:45:00;09:00:00;9;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Féminin;Cargo/Longtail/Remorque;08:45:00;09:00:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Féminin;Trotinette/EDPM;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Sathonay;Enfant seul;Vélo;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Masculin;Vélo;08:45:00;09:00:00;9;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Masculin;Cargo/Longtail/Remorque;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Masculin;Trotinette/EDPM;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Féminin;Vélo;08:45:00;09:00:00;10;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Féminin;Cargo/Longtail/Remorque;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Féminin;Trotinette/EDPM;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Nord / Sud;De Caluire;Enfant seul;Vélo;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Masculin;Vélo;08:45:00;09:00:00;6;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Masculin;Cargo/Longtail/Remorque;08:45:00;09:00:00;1;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Masculin;Trotinette/EDPM;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Féminin;Vélo;08:45:00;09:00:00;4;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Féminin;Cargo/Longtail/Remorque;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Féminin;Trotinette/EDPM;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Jean Moulin;Enfant seul;Vélo;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Masculin;Vélo;08:45:00;09:00:00;4;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Masculin;Cargo/Longtail/Remorque;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Masculin;Trotinette/EDPM;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Féminin;Vélo;08:45:00;09:00:00;5;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Féminin;Cargo/Longtail/Remorque;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Féminin;Trotinette/EDPM;08:45:00;09:00:00;0;;Xavier GILLARD;;
10/06/25;Maison de la voie verte;Est / Ouest;De Chemin de Crépieux;Enfant seul;Vélo;08:45:00;09:00:00;1;;Xavier GILLARD;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Vélo;07:30:00;07:45:00;6;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Cargo/Longtail/Remorque;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Trotinette/EDPM;07:30:00;07:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Vélo;07:30:00;07:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Cargo/Longtail/Remorque;07:30:00;07:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Trotinette/EDPM;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Enfant seul;Vélo;07:30:00;07:45:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Vélo;07:30:00;07:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Cargo/Longtail/Remorque;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Trotinette/EDPM;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Vélo;07:30:00;07:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Cargo/Longtail/Remorque;07:30:00;07:45:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Trotinette/EDPM;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Enfant seul;Vélo;07:30:00;07:45:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Vélo;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Cargo/Longtail/Remorque;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Trotinette/EDPM;07:30:00;07:45:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Vélo;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Cargo/Longtail/Remorque;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Trotinette/EDPM;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Enfant seul;Vélo;07:30:00;07:45:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Vélo;07:30:00;07:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Cargo/Longtail/Remorque;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Trotinette/EDPM;07:30:00;07:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Vélo;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Cargo/Longtail/Remorque;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Trotinette/EDPM;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Enfant seul;Vélo;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Vélo;07:30:00;07:45:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Cargo/Longtail/Remorque;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Trotinette/EDPM;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Vélo;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Cargo/Longtail/Remorque;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Trotinette/EDPM;07:30:00;07:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Enfant seul;Vélo;07:30:00;07:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Vélo;07:45:00;08:00:00;3;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Cargo/Longtail/Remorque;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Trotinette/EDPM;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Vélo;07:45:00;08:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Cargo/Longtail/Remorque;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Trotinette/EDPM;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Enfant seul;Vélo;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Vélo;07:45:00;08:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Cargo/Longtail/Remorque;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Trotinette/EDPM;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Vélo;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Cargo/Longtail/Remorque;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Trotinette/EDPM;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Enfant seul;Vélo;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Vélo;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Cargo/Longtail/Remorque;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Trotinette/EDPM;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Vélo;07:45:00;08:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Cargo/Longtail/Remorque;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Trotinette/EDPM;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Enfant seul;Vélo;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Vélo;07:45:00;08:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Cargo/Longtail/Remorque;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Trotinette/EDPM;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Vélo;07:45:00;08:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Cargo/Longtail/Remorque;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Trotinette/EDPM;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Enfant seul;Vélo;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Vélo;07:45:00;08:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Cargo/Longtail/Remorque;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Trotinette/EDPM;07:45:00;08:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Vélo;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Cargo/Longtail/Remorque;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Trotinette/EDPM;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Enfant seul;Vélo;07:45:00;08:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Vélo;08:00:00;08:15:00;4;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Cargo/Longtail/Remorque;08:00:00;08:15:00;5;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Trotinette/EDPM;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Vélo;08:00:00;08:15:00;4;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Cargo/Longtail/Remorque;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Trotinette/EDPM;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Enfant seul;Vélo;08:00:00;08:15:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Vélo;08:00:00;08:15:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Cargo/Longtail/Remorque;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Trotinette/EDPM;08:00:00;08:15:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Vélo;08:00:00;08:15:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Cargo/Longtail/Remorque;08:00:00;08:15:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Trotinette/EDPM;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Enfant seul;Vélo;08:00:00;08:15:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Vélo;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Cargo/Longtail/Remorque;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Trotinette/EDPM;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Vélo;08:00:00;08:15:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Cargo/Longtail/Remorque;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Trotinette/EDPM;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Enfant seul;Vélo;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Vélo;08:00:00;08:15:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Cargo/Longtail/Remorque;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Trotinette/EDPM;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Vélo;08:00:00;08:15:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Cargo/Longtail/Remorque;08:00:00;08:15:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Trotinette/EDPM;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Enfant seul;Vélo;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Vélo;08:00:00;08:15:00;3;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Cargo/Longtail/Remorque;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Trotinette/EDPM;08:00:00;08:15:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Vélo;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Cargo/Longtail/Remorque;08:00:00;08:15:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Trotinette/EDPM;08:00:00;08:15:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Enfant seul;Vélo;08:00:00;08:15:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Vélo;08:15:00;08:30:00;3;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Cargo/Longtail/Remorque;08:15:00;08:30:00;5;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Vélo;08:15:00;08:30:00;5;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Cargo/Longtail/Remorque;08:15:00;08:30:00;7;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Enfant seul;Vélo;08:15:00;08:30:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Vélo;08:15:00;08:30:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Cargo/Longtail/Remorque;08:15:00;08:30:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Vélo;08:15:00;08:30:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Cargo/Longtail/Remorque;08:15:00;08:30:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Enfant seul;Vélo;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Vélo;08:15:00;08:30:00;5;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Cargo/Longtail/Remorque;08:15:00;08:30:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Vélo;08:15:00;08:30:00;2;;Elisabeth KERN;;
